local_hour,region,NO2,OZONE,PM2.5
2024-12-04 20:00:00,staten_island,13.0,,-317.3333333333333
2024-12-04 21:00:00,bronx,,19.0,29.0
2024-12-04 21:00:00,brooklyn,,,27.666666666666668
2024-12-04 21:00:00,manhattan,8.0,19.0,28.8
2024-12-04 21:00:00,queens,,23.0,28.666666666666668
2024-12-04 21:00:00,staten_island,9.0,,17.333333333333332
2024-12-04 22:00:00,bronx,,18.5,28.0
2024-12-04 22:00:00,brooklyn,,,28.0
2024-12-04 22:00:00,manhattan,9.0,18.0,27.6
2024-12-04 22:00:00,queens,,20.0,29.0
2024-12-04 22:00:00,staten_island,9.0,,18.333333333333332
2024-12-04 23:00:00,bronx,,19.0,32.666666666666664
2024-12-04 23:00:00,brooklyn,,,34.333333333333336
2024-12-04 23:00:00,manhattan,9.0,18.5,32.4
2024-12-04 23:00:00,queens,,22.0,35.666666666666664
2024-12-04 23:00:00,staten_island,8.0,,27.0
2024-12-05 00:00:00,bronx,,16.5,36.333333333333336
2024-12-05 00:00:00,brooklyn,,,37.0
2024-12-05 00:00:00,manhattan,10.0,17.0,37.6
2024-12-05 00:00:00,queens,,21.0,38.0
2024-12-05 00:00:00,staten_island,8.0,,34.333333333333336
2024-12-05 01:00:00,bronx,,17.0,39.666666666666664
2024-12-05 01:00:00,brooklyn,,,40.666666666666664
2024-12-05 01:00:00,manhattan,14.0,17.5,39.6
2024-12-05 01:00:00,queens,,19.0,42.333333333333336
2024-12-05 01:00:00,staten_island,11.0,,38.666666666666664
2024-12-05 02:00:00,bronx,,17.0,45.0
2024-12-05 02:00:00,brooklyn,,,44.666666666666664
2024-12-05 02:00:00,manhattan,13.0,17.0,44.0
2024-12-05 02:00:00,queens,,19.0,46.0
2024-12-05 02:00:00,staten_island,9.0,,39.0
2024-12-05 03:00:00,bronx,,16.5,46.666666666666664
2024-12-05 03:00:00,brooklyn,,,46.666666666666664
2024-12-05 03:00:00,manhattan,12.0,17.0,45.8
2024-12-05 03:00:00,queens,,19.0,47.333333333333336
2024-12-05 03:00:00,staten_island,33.0,,36.666666666666664
2024-12-05 04:00:00,bronx,,13.5,48.333333333333336
2024-12-05 04:00:00,brooklyn,,,50.333333333333336
2024-12-05 04:00:00,manhattan,11.0,15.0,47.8
2024-12-05 04:00:00,queens,,17.0,51.0
2024-12-05 04:00:00,staten_island,24.0,,47.0
2024-12-05 05:00:00,bronx,,10.0,50.333333333333336
2024-12-05 05:00:00,brooklyn,,,52.0
2024-12-05 05:00:00,manhattan,14.0,11.5,51.0
2024-12-05 05:00:00,queens,,14.0,53.333333333333336
2024-12-05 05:00:00,staten_island,27.0,,47.0
2024-12-05 06:00:00,bronx,,11.5,55.0
2024-12-05 06:00:00,brooklyn,,,57.333333333333336
2024-12-05 06:00:00,manhattan,25.0,12.5,55.4
2024-12-05 06:00:00,queens,,15.0,58.333333333333336
2024-12-05 06:00:00,staten_island,15.0,,53.333333333333336
2024-12-05 07:00:00,bronx,,10.5,55.0
2024-12-05 07:00:00,brooklyn,,,58.0
2024-12-05 07:00:00,manhattan,20.0,9.5,55.6
2024-12-05 07:00:00,queens,,12.0,59.333333333333336
2024-12-05 07:00:00,staten_island,23.0,,51.0
2024-12-05 08:00:00,bronx,,9.0,56.333333333333336
2024-12-05 08:00:00,brooklyn,,,59.666666666666664
2024-12-05 08:00:00,manhattan,23.0,9.0,56.2
2024-12-05 08:00:00,queens,,9.0,61.0
2024-12-05 08:00:00,staten_island,19.0,,54.333333333333336
2024-12-05 09:00:00,bronx,,11.5,57.0
2024-12-05 09:00:00,brooklyn,,,59.0
2024-12-05 09:00:00,manhattan,17.0,10.0,57.0
2024-12-05 09:00:00,queens,,12.0,60.333333333333336
2024-12-05 09:00:00,staten_island,16.0,,53.333333333333336
2024-12-05 10:00:00,bronx,,16.0,53.0
2024-12-05 10:00:00,brooklyn,,,53.666666666666664
2024-12-05 10:00:00,manhattan,,14.5,53.0
2024-12-05 10:00:00,queens,,19.0,55.333333333333336
2024-12-05 10:00:00,staten_island,8.0,,46.666666666666664
2024-12-05 11:00:00,bronx,,18.0,40.666666666666664
2024-12-05 11:00:00,brooklyn,,,46.0
2024-12-05 11:00:00,manhattan,12.0,18.0,-167.0
2024-12-05 11:00:00,queens,,19.0,47.666666666666664
2024-12-05 11:00:00,staten_island,7.0,,37.333333333333336
2024-12-05 12:00:00,bronx,,19.0,30.0
2024-12-05 12:00:00,brooklyn,,,39.333333333333336
2024-12-05 12:00:00,manhattan,8.0,19.0,31.0
2024-12-05 12:00:00,queens,,19.0,36.666666666666664
2024-12-05 12:00:00,staten_island,4.0,,29.666666666666668
2024-12-05 13:00:00,bronx,,19.5,25.0
2024-12-05 13:00:00,brooklyn,,,31.666666666666668
2024-12-05 13:00:00,manhattan,5.0,19.5,24.6
2024-12-05 13:00:00,queens,,20.0,30.333333333333332
2024-12-05 13:00:00,staten_island,4.0,,27.333333333333332
2024-12-05 14:00:00,bronx,,20.0,25.333333333333332
2024-12-05 14:00:00,brooklyn,,,29.333333333333332
2024-12-05 14:00:00,manhattan,6.0,19.5,24.8
2024-12-05 14:00:00,queens,,21.0,28.666666666666668
2024-12-05 14:00:00,staten_island,5.0,,30.333333333333332
2024-12-05 15:00:00,bronx,,17.5,26.333333333333332
2024-12-05 15:00:00,brooklyn,,,28.666666666666668
2024-12-05 15:00:00,manhattan,8.0,18.0,27.4
2024-12-05 15:00:00,queens,,19.0,28.666666666666668
2024-12-05 15:00:00,staten_island,5.0,,24.333333333333332
2024-12-05 16:00:00,bronx,,18.0,26.666666666666668
2024-12-05 16:00:00,brooklyn,,,28.666666666666668
2024-12-05 16:00:00,manhattan,10.0,19.0,28.6
2024-12-05 16:00:00,queens,,18.0,29.333333333333332
2024-12-05 16:00:00,staten_island,6.0,,22.333333333333332
2024-12-05 17:00:00,bronx,,17.5,25.666666666666668
2024-12-05 17:00:00,brooklyn,,,28.0
2024-12-05 17:00:00,manhattan,9.0,19.0,29.4
2024-12-05 17:00:00,queens,,19.0,28.666666666666668
2024-12-05 17:00:00,staten_island,6.0,,21.666666666666668
2024-12-05 18:00:00,bronx,,18.0,24.666666666666668
2024-12-05 18:00:00,brooklyn,,,26.333333333333332
2024-12-05 18:00:00,manhattan,9.0,18.5,23.6
2024-12-05 18:00:00,queens,,19.0,27.0
2024-12-05 18:00:00,staten_island,7.0,,20.333333333333332
2024-12-05 19:00:00,bronx,,16.5,16.5
2024-12-05 19:00:00,brooklyn,,,25.666666666666668
2024-12-05 19:00:00,manhattan,8.0,17.0,17.75
2024-12-05 19:00:00,queens,,17.0,25.666666666666668
2024-12-05 19:00:00,staten_island,6.0,,15.666666666666666
2024-12-05 20:00:00,bronx,,17.5,15.0
2024-12-05 20:00:00,brooklyn,,,25.666666666666668
2024-12-05 20:00:00,manhattan,7.0,18.0,15.25
2024-12-05 20:00:00,queens,,18.0,26.0
2024-12-05 20:00:00,staten_island,5.0,,13.333333333333334
2024-12-05 21:00:00,bronx,,16.5,-323.3333333333333
2024-12-05 21:00:00,brooklyn,,,24.333333333333332
2024-12-05 21:00:00,manhattan,6.0,17.0,-186.8
2024-12-05 21:00:00,queens,,19.0,24.333333333333332
2024-12-05 21:00:00,staten_island,5.0,,14.0
2024-12-05 22:00:00,bronx,,15.5,10.666666666666666
2024-12-05 22:00:00,brooklyn,,,24.0
2024-12-05 22:00:00,manhattan,6.0,15.0,12.8
2024-12-05 22:00:00,queens,,17.0,24.0
2024-12-05 22:00:00,staten_island,5.0,,14.0
2024-12-05 23:00:00,bronx,,15.0,12.333333333333334
2024-12-05 23:00:00,brooklyn,,,24.0
2024-12-05 23:00:00,manhattan,8.0,15.0,14.0
2024-12-05 23:00:00,queens,,14.0,23.0
2024-12-05 23:00:00,staten_island,5.0,,13.666666666666666
2024-12-06 00:00:00,bronx,,14.5,13.0
2024-12-06 00:00:00,brooklyn,,,24.666666666666668
2024-12-06 00:00:00,manhattan,8.0,14.5,14.4
2024-12-06 00:00:00,queens,,14.0,24.0
2024-12-06 00:00:00,staten_island,5.0,,14.666666666666666
2024-12-06 01:00:00,bronx,,14.5,16.333333333333332
2024-12-06 01:00:00,brooklyn,,,25.666666666666668
2024-12-06 01:00:00,manhattan,8.0,14.0,17.2
2024-12-06 01:00:00,queens,,13.0,25.0
2024-12-06 01:00:00,staten_island,5.0,,14.0
2024-12-06 02:00:00,bronx,,16.5,16.333333333333332
2024-12-06 02:00:00,brooklyn,,,26.0
2024-12-06 02:00:00,manhattan,8.0,14.5,17.6
2024-12-06 02:00:00,queens,,10.0,25.666666666666668
2024-12-06 02:00:00,staten_island,6.0,,15.666666666666666
2024-12-06 03:00:00,bronx,,18.5,14.333333333333334
2024-12-06 03:00:00,brooklyn,,,24.666666666666668
2024-12-06 03:00:00,manhattan,8.0,18.0,16.0
2024-12-06 03:00:00,queens,,18.0,23.666666666666668
2024-12-06 03:00:00,staten_island,6.0,,15.333333333333334
2024-12-06 04:00:00,bronx,,18.5,13.333333333333334
2024-12-06 04:00:00,brooklyn,,,21.666666666666668
2024-12-06 04:00:00,manhattan,10.0,18.5,15.8
2024-12-06 04:00:00,queens,,17.0,21.0
2024-12-06 04:00:00,staten_island,5.0,,14.666666666666666
2024-12-06 05:00:00,bronx,,18.5,15.333333333333334
2024-12-06 05:00:00,brooklyn,,,21.333333333333332
2024-12-06 05:00:00,manhattan,14.0,18.5,16.6
2024-12-06 05:00:00,queens,,17.0,20.666666666666668
2024-12-06 05:00:00,staten_island,7.0,,14.666666666666666
2024-12-06 06:00:00,bronx,,20.0,14.666666666666666
2024-12-06 06:00:00,brooklyn,,,19.0
2024-12-06 06:00:00,manhattan,16.0,20.0,15.4
2024-12-06 06:00:00,queens,,18.0,18.666666666666668
2024-12-06 06:00:00,staten_island,8.0,,13.333333333333334
2024-12-06 07:00:00,bronx,,22.5,14.333333333333334
2024-12-06 07:00:00,brooklyn,,,17.666666666666668
2024-12-06 07:00:00,manhattan,18.0,22.0,15.2
2024-12-06 07:00:00,queens,,24.0,17.333333333333332
2024-12-06 07:00:00,staten_island,13.0,,12.333333333333334
2024-12-06 08:00:00,bronx,,25.0,14.333333333333334
2024-12-06 08:00:00,brooklyn,,,17.666666666666668
2024-12-06 08:00:00,manhattan,19.0,25.0,14.8
2024-12-06 08:00:00,queens,,26.0,17.333333333333332
2024-12-06 08:00:00,staten_island,9.0,,11.333333333333334
2024-12-06 09:00:00,bronx,,25.5,15.333333333333334
2024-12-06 09:00:00,brooklyn,,,16.666666666666668
2024-12-06 09:00:00,manhattan,23.0,25.0,15.2
2024-12-06 09:00:00,queens,,27.0,16.666666666666668
2024-12-06 09:00:00,staten_island,8.0,,9.666666666666666
2024-12-06 10:00:00,bronx,,26.0,13.666666666666666
2024-12-06 10:00:00,brooklyn,,,15.666666666666666
2024-12-06 10:00:00,manhattan,15.0,26.5,12.2
2024-12-06 10:00:00,queens,,27.0,15.333333333333334
2024-12-06 10:00:00,staten_island,7.0,,13.0
2024-12-06 11:00:00,bronx,,26.0,11.333333333333334
2024-12-06 11:00:00,brooklyn,,,13.666666666666666
2024-12-06 11:00:00,manhattan,12.0,27.0,9.0
2024-12-06 11:00:00,queens,,29.0,13.0
2024-12-06 11:00:00,staten_island,8.0,,10.5
2024-12-06 12:00:00,bronx,,27.0,10.333333333333334
2024-12-06 12:00:00,brooklyn,,,13.333333333333334
2024-12-06 12:00:00,manhattan,14.0,27.5,8.2
2024-12-06 12:00:00,queens,,29.0,13.0
2024-12-06 12:00:00,staten_island,6.0,,10.0
2024-12-06 13:00:00,bronx,,27.5,11.333333333333334
2024-12-06 13:00:00,brooklyn,,,16.666666666666668
2024-12-06 13:00:00,manhattan,15.0,26.0,10.2
2024-12-06 13:00:00,queens,,27.0,16.333333333333332
2024-12-06 13:00:00,staten_island,6.0,,10.5
2024-12-06 14:00:00,bronx,,27.0,13.333333333333334
2024-12-06 14:00:00,brooklyn,,,17.333333333333332
2024-12-06 14:00:00,manhattan,15.0,26.5,13.6
2024-12-06 14:00:00,queens,,28.0,17.0
2024-12-06 14:00:00,staten_island,8.0,,-325.0
2024-12-06 15:00:00,bronx,,27.0,15.333333333333334
2024-12-06 15:00:00,brooklyn,,,19.0
2024-12-06 15:00:00,manhattan,18.0,27.5,16.0
2024-12-06 15:00:00,queens,,29.0,18.666666666666668
2024-12-06 15:00:00,staten_island,8.0,,10.333333333333334
2024-12-06 16:00:00,bronx,,27.0,16.0
2024-12-06 16:00:00,brooklyn,,,21.0
2024-12-06 16:00:00,manhattan,17.0,27.0,17.2
2024-12-06 16:00:00,queens,,27.0,21.0
2024-12-06 16:00:00,staten_island,10.0,,10.666666666666666
2024-12-06 17:00:00,bronx,,26.0,16.666666666666668
2024-12-06 17:00:00,brooklyn,,,23.666666666666668
2024-12-06 17:00:00,manhattan,18.0,27.5,19.0
2024-12-06 17:00:00,queens,,30.0,23.666666666666668
2024-12-06 17:00:00,staten_island,15.0,,12.333333333333334
2024-12-06 18:00:00,bronx,,22.0,17.333333333333332
2024-12-06 18:00:00,brooklyn,,,23.666666666666668
2024-12-06 18:00:00,manhattan,17.0,23.5,20.2
2024-12-06 18:00:00,queens,,27.0,23.666666666666668
2024-12-06 18:00:00,staten_island,14.0,,12.333333333333334
2024-12-06 19:00:00,bronx,,21.5,17.333333333333332
2024-12-06 19:00:00,brooklyn,,,26.666666666666668
2024-12-06 19:00:00,manhattan,18.0,23.0,19.0
2024-12-06 19:00:00,queens,,24.0,27.0
2024-12-06 19:00:00,staten_island,15.0,,12.333333333333334
2024-12-06 20:00:00,bronx,,20.0,17.333333333333332
2024-12-06 20:00:00,brooklyn,,,25.333333333333332
2024-12-06 20:00:00,manhattan,17.0,19.5,18.2
2024-12-06 20:00:00,queens,,21.0,25.666666666666668
2024-12-06 20:00:00,staten_island,15.0,,12.666666666666666
2024-12-06 21:00:00,bronx,,19.0,18.0
2024-12-06 21:00:00,brooklyn,,,25.0
2024-12-06 21:00:00,manhattan,22.0,19.0,19.0
2024-12-06 21:00:00,queens,,20.0,25.666666666666668
2024-12-06 21:00:00,staten_island,15.0,,13.0
2024-12-06 22:00:00,bronx,,17.0,19.0
2024-12-06 22:00:00,brooklyn,,,24.666666666666668
2024-12-06 22:00:00,manhattan,20.0,16.5,21.4
2024-12-06 22:00:00,queens,,21.0,24.666666666666668
2024-12-06 22:00:00,staten_island,9.0,,14.0
2024-12-06 23:00:00,bronx,,16.5,20.0
2024-12-06 23:00:00,brooklyn,,,24.0
2024-12-06 23:00:00,manhattan,12.0,16.0,23.4
2024-12-06 23:00:00,queens,,19.0,24.0
2024-12-06 23:00:00,staten_island,8.0,,14.666666666666666
2024-12-07 00:00:00,bronx,,18.5,20.666666666666668
2024-12-07 00:00:00,brooklyn,,,25.0
2024-12-07 00:00:00,manhattan,11.0,17.5,23.8
2024-12-07 00:00:00,queens,,19.0,25.333333333333332
2024-12-07 00:00:00,staten_island,7.0,,16.333333333333332
2024-12-07 01:00:00,bronx,,19.0,21.333333333333332
2024-12-07 01:00:00,brooklyn,,,24.666666666666668
2024-12-07 01:00:00,manhattan,9.0,18.0,22.4
2024-12-07 01:00:00,queens,,19.0,25.333333333333332
2024-12-07 01:00:00,staten_island,7.0,,17.0
2024-12-07 02:00:00,bronx,,18.5,22.0
2024-12-07 02:00:00,brooklyn,,,25.666666666666668
2024-12-07 02:00:00,manhattan,8.0,17.0,21.6
2024-12-07 02:00:00,queens,,19.0,26.333333333333332
2024-12-07 02:00:00,staten_island,6.0,,16.333333333333332
2024-12-07 03:00:00,bronx,,17.5,22.0
2024-12-07 03:00:00,brooklyn,,,25.666666666666668
2024-12-07 03:00:00,manhattan,9.0,18.0,22.4
2024-12-07 03:00:00,queens,,20.0,26.666666666666668
2024-12-07 03:00:00,staten_island,6.0,,15.666666666666666
2024-12-07 04:00:00,bronx,,17.0,23.0
2024-12-07 04:00:00,brooklyn,,,27.0
2024-12-07 04:00:00,manhattan,10.0,16.0,24.4
2024-12-07 04:00:00,queens,,19.0,28.0
2024-12-07 04:00:00,staten_island,8.0,,17.333333333333332
2024-12-07 05:00:00,bronx,,17.5,26.0
2024-12-07 05:00:00,brooklyn,,,32.666666666666664
2024-12-07 05:00:00,manhattan,11.0,15.5,25.0
2024-12-07 05:00:00,queens,,19.0,34.333333333333336
2024-12-07 05:00:00,staten_island,8.0,,23.0
2024-12-07 06:00:00,bronx,,16.0,28.0
2024-12-07 06:00:00,brooklyn,,,34.0
2024-12-07 06:00:00,manhattan,14.0,15.0,28.0
2024-12-07 06:00:00,queens,,17.0,38.333333333333336
2024-12-07 06:00:00,staten_island,8.0,,25.333333333333332
2024-12-07 07:00:00,bronx,,17.0,31.0
2024-12-07 07:00:00,brooklyn,,,35.666666666666664
2024-12-07 07:00:00,manhattan,16.0,17.5,32.2
2024-12-07 07:00:00,queens,,16.0,39.333333333333336
2024-12-07 07:00:00,staten_island,9.0,,25.333333333333332
2024-12-07 08:00:00,bronx,,17.0,33.666666666666664
2024-12-07 08:00:00,brooklyn,,,39.666666666666664
2024-12-07 08:00:00,manhattan,14.0,17.0,33.6
2024-12-07 08:00:00,queens,,15.0,42.666666666666664
2024-12-07 08:00:00,staten_island,9.0,,27.666666666666668
2024-12-07 09:00:00,bronx,,17.5,36.666666666666664
2024-12-07 09:00:00,brooklyn,,,45.0
2024-12-07 09:00:00,manhattan,9.0,18.0,35.4
2024-12-07 09:00:00,queens,,16.0,48.333333333333336
2024-12-07 09:00:00,staten_island,8.0,,28.0
2024-12-07 10:00:00,bronx,,17.5,39.666666666666664
2024-12-07 10:00:00,brooklyn,,,44.0
2024-12-07 10:00:00,manhattan,7.0,16.5,35.6
2024-12-07 10:00:00,queens,,16.0,47.333333333333336
2024-12-07 10:00:00,staten_island,6.0,,26.333333333333332
2024-12-07 11:00:00,bronx,,16.5,40.0
2024-12-07 11:00:00,brooklyn,,,44.333333333333336
2024-12-07 11:00:00,manhattan,8.0,17.5,36.2
2024-12-07 11:00:00,queens,,17.0,47.666666666666664
2024-12-07 11:00:00,staten_island,4.0,,30.333333333333332
2024-12-07 12:00:00,bronx,,18.0,38.0
2024-12-07 12:00:00,brooklyn,,,42.333333333333336
2024-12-07 12:00:00,manhattan,7.0,17.5,35.0
2024-12-07 12:00:00,queens,,19.0,45.333333333333336
2024-12-07 12:00:00,staten_island,5.0,,32.666666666666664
2024-12-07 13:00:00,bronx,,20.5,35.333333333333336
2024-12-07 13:00:00,brooklyn,,,42.666666666666664
2024-12-07 13:00:00,manhattan,7.0,20.0,33.8
2024-12-07 13:00:00,queens,,20.0,45.666666666666664
2024-12-07 13:00:00,staten_island,4.0,,33.333333333333336
2024-12-07 14:00:00,bronx,,20.5,32.0
2024-12-07 14:00:00,brooklyn,,,39.0
2024-12-07 14:00:00,manhattan,8.0,21.0,31.8
2024-12-07 14:00:00,queens,,22.0,41.333333333333336
2024-12-07 14:00:00,staten_island,4.0,,32.0
2024-12-07 15:00:00,bronx,,20.5,31.666666666666668
2024-12-07 15:00:00,brooklyn,,,36.666666666666664
2024-12-07 15:00:00,manhattan,8.0,21.0,30.8
2024-12-07 15:00:00,queens,,21.0,38.0
2024-12-07 15:00:00,staten_island,5.0,,34.333333333333336
2024-12-07 16:00:00,bronx,,20.0,31.333333333333332
2024-12-07 16:00:00,brooklyn,,,37.0
2024-12-07 16:00:00,manhattan,10.0,20.0,31.0
2024-12-07 16:00:00,queens,,21.0,38.666666666666664
2024-12-07 16:00:00,staten_island,7.0,,32.666666666666664
2024-12-07 17:00:00,bronx,,19.0,30.333333333333332
2024-12-07 17:00:00,brooklyn,,,38.333333333333336
2024-12-07 17:00:00,manhattan,12.0,19.5,31.0
2024-12-07 17:00:00,queens,,21.0,38.666666666666664
2024-12-07 17:00:00,staten_island,8.0,,34.666666666666664
2024-12-07 18:00:00,bronx,,17.5,33.333333333333336
2024-12-07 18:00:00,brooklyn,,,49.666666666666664
2024-12-07 18:00:00,manhattan,13.0,17.5,32.8
2024-12-07 18:00:00,queens,,19.0,48.666666666666664
2024-12-07 18:00:00,staten_island,8.0,,36.666666666666664
2024-12-07 19:00:00,bronx,,14.0,39.0
2024-12-07 19:00:00,brooklyn,,,50.666666666666664
2024-12-07 19:00:00,manhattan,12.0,13.5,40.6
2024-12-07 19:00:00,queens,,15.0,52.666666666666664
2024-12-07 19:00:00,staten_island,8.0,,33.666666666666664
2024-12-07 20:00:00,bronx,,11.0,43.666666666666664
2024-12-07 20:00:00,brooklyn,,,50.0
2024-12-07 20:00:00,manhattan,14.0,10.0,44.4
2024-12-07 20:00:00,queens,,15.0,51.666666666666664
2024-12-07 20:00:00,staten_island,8.0,,34.666666666666664
2024-12-07 21:00:00,bronx,,9.0,47.0
2024-12-07 21:00:00,brooklyn,,,49.333333333333336
2024-12-07 21:00:00,manhattan,20.0,9.0,47.8
2024-12-07 21:00:00,queens,,12.0,50.666666666666664
2024-12-07 21:00:00,staten_island,12.0,,39.666666666666664
2024-12-07 22:00:00,bronx,,10.0,46.666666666666664
2024-12-07 22:00:00,brooklyn,,,48.0
2024-12-07 22:00:00,manhattan,19.0,9.5,47.0
2024-12-07 22:00:00,queens,,12.0,49.0
2024-12-07 22:00:00,staten_island,16.0,,40.333333333333336
2024-12-07 23:00:00,bronx,,14.5,40.666666666666664
2024-12-07 23:00:00,brooklyn,,,42.666666666666664
2024-12-07 23:00:00,manhattan,15.0,13.5,40.0
2024-12-07 23:00:00,queens,,15.0,44.666666666666664
2024-12-07 23:00:00,staten_island,10.0,,35.0
2024-12-08 00:00:00,bronx,,17.0,34.666666666666664
2024-12-08 00:00:00,brooklyn,,,37.0
2024-12-08 00:00:00,manhattan,,16.5,32.2
2024-12-08 00:00:00,queens,,18.0,39.333333333333336
2024-12-08 00:00:00,staten_island,8.0,,31.333333333333332
2024-12-08 01:00:00,bronx,,17.5,31.333333333333332
2024-12-08 01:00:00,brooklyn,,,32.0
2024-12-08 01:00:00,manhattan,,16.5,29.4
2024-12-08 01:00:00,queens,,19.0,33.0
2024-12-08 01:00:00,staten_island,,,27.0
2024-12-08 02:00:00,bronx,,17.5,30.0
2024-12-08 02:00:00,brooklyn,,,30.0
2024-12-08 02:00:00,manhattan,,17.5,29.8
2024-12-08 02:00:00,queens,,19.0,31.0
2024-12-08 02:00:00,staten_island,,,26.666666666666668
2024-12-08 03:00:00,bronx,,15.5,27.333333333333332
2024-12-08 03:00:00,brooklyn,,,26.666666666666668
2024-12-08 03:00:00,manhattan,,16.5,27.6
2024-12-08 03:00:00,queens,,20.0,28.0
2024-12-08 03:00:00,staten_island,,,21.333333333333332
2024-12-08 04:00:00,bronx,,16.5,26.0
2024-12-08 04:00:00,brooklyn,,,25.0
2024-12-08 04:00:00,manhattan,13.0,17.0,25.2
2024-12-08 04:00:00,queens,,22.0,26.333333333333332
2024-12-08 04:00:00,staten_island,10.0,,22.666666666666668
2024-12-08 05:00:00,bronx,,18.5,27.333333333333332
2024-12-08 05:00:00,brooklyn,,,25.666666666666668
2024-12-08 05:00:00,manhattan,15.0,18.5,27.6
2024-12-08 05:00:00,queens,,22.0,26.666666666666668
2024-12-08 05:00:00,staten_island,10.0,,23.0
2024-12-08 06:00:00,bronx,,17.5,29.0
2024-12-08 06:00:00,brooklyn,,,25.333333333333332
2024-12-08 06:00:00,manhattan,16.0,17.5,29.0
2024-12-08 06:00:00,queens,,22.0,26.666666666666668
2024-12-08 06:00:00,staten_island,11.0,,22.666666666666668
2024-12-08 07:00:00,bronx,,17.0,31.666666666666668
2024-12-08 07:00:00,brooklyn,,,30.333333333333332
2024-12-08 07:00:00,manhattan,15.0,17.0,32.8
2024-12-08 07:00:00,queens,,20.0,31.333333333333332
2024-12-08 07:00:00,staten_island,13.0,,26.666666666666668
2024-12-08 08:00:00,bronx,,17.0,31.0
2024-12-08 08:00:00,brooklyn,,,33.333333333333336
2024-12-08 08:00:00,manhattan,15.0,17.0,32.2
2024-12-08 08:00:00,queens,,20.0,34.666666666666664
2024-12-08 08:00:00,staten_island,12.0,,27.666666666666668
2024-12-08 09:00:00,bronx,,17.0,34.666666666666664
2024-12-08 09:00:00,brooklyn,,,36.0
2024-12-08 09:00:00,manhattan,13.0,17.0,34.0
2024-12-08 09:00:00,queens,,21.0,37.666666666666664
2024-12-08 09:00:00,staten_island,9.0,,26.0
2024-12-08 10:00:00,bronx,,18.5,37.333333333333336
2024-12-08 10:00:00,brooklyn,,,37.333333333333336
2024-12-08 10:00:00,manhattan,10.0,16.5,35.6
2024-12-08 10:00:00,queens,,21.0,39.666666666666664
2024-12-08 10:00:00,staten_island,6.0,,25.0
2024-12-08 11:00:00,bronx,,21.0,38.0
2024-12-08 11:00:00,brooklyn,,,37.333333333333336
2024-12-08 11:00:00,manhattan,6.0,20.0,40.4
2024-12-08 11:00:00,queens,,20.0,39.666666666666664
2024-12-08 11:00:00,staten_island,4.0,,27.333333333333332
2024-12-08 12:00:00,bronx,,22.5,36.333333333333336
2024-12-08 12:00:00,brooklyn,,,40.0
2024-12-08 12:00:00,manhattan,5.0,22.5,38.8
2024-12-08 12:00:00,queens,,23.0,42.0
2024-12-08 12:00:00,staten_island,3.0,,29.666666666666668
2024-12-08 13:00:00,bronx,,23.5,38.666666666666664
2024-12-08 13:00:00,brooklyn,,,40.666666666666664
2024-12-08 13:00:00,manhattan,5.0,23.0,40.4
2024-12-08 13:00:00,queens,,26.0,43.0
2024-12-08 13:00:00,staten_island,4.0,,30.333333333333332
2024-12-08 14:00:00,bronx,,23.5,39.0
2024-12-08 14:00:00,brooklyn,,,42.0
2024-12-08 14:00:00,manhattan,6.0,22.5,41.6
2024-12-08 14:00:00,queens,,26.0,44.666666666666664
2024-12-08 14:00:00,staten_island,5.0,,32.333333333333336
2024-12-08 15:00:00,bronx,,23.5,41.666666666666664
2024-12-08 15:00:00,brooklyn,,,43.666666666666664
2024-12-08 15:00:00,manhattan,8.0,23.5,43.8
2024-12-08 15:00:00,queens,,24.0,45.666666666666664
2024-12-08 15:00:00,staten_island,7.0,,35.0
2024-12-08 16:00:00,bronx,,20.0,45.0
2024-12-08 16:00:00,brooklyn,,,46.666666666666664
2024-12-08 16:00:00,manhattan,13.0,20.5,46.8
2024-12-08 16:00:00,queens,,24.0,48.666666666666664
2024-12-08 16:00:00,staten_island,7.0,,31.0
2024-12-08 17:00:00,bronx,,17.0,48.0
2024-12-08 17:00:00,brooklyn,,,49.666666666666664
2024-12-08 17:00:00,manhattan,24.0,18.5,49.8
2024-12-08 17:00:00,queens,,21.0,52.666666666666664
2024-12-08 17:00:00,staten_island,16.0,,46.0
2024-12-08 18:00:00,bronx,,13.0,53.333333333333336
2024-12-08 18:00:00,brooklyn,,,52.333333333333336
2024-12-08 18:00:00,manhattan,26.0,15.5,55.0
2024-12-08 18:00:00,queens,,18.0,55.333333333333336
2024-12-08 18:00:00,staten_island,25.0,,46.333333333333336
2024-12-08 19:00:00,bronx,,13.0,54.666666666666664
2024-12-08 19:00:00,brooklyn,,,56.333333333333336
2024-12-08 19:00:00,manhattan,26.0,16.5,56.0
2024-12-08 19:00:00,queens,,15.0,58.333333333333336
2024-12-08 19:00:00,staten_island,32.0,,48.333333333333336
2024-12-08 20:00:00,bronx,,12.0,53.666666666666664
2024-12-08 20:00:00,brooklyn,,,62.666666666666664
2024-12-08 20:00:00,manhattan,30.0,14.0,55.8
2024-12-08 20:00:00,queens,,14.0,63.333333333333336
2024-12-08 20:00:00,staten_island,30.0,,55.0
2024-12-08 21:00:00,bronx,,7.5,54.0
2024-12-08 21:00:00,brooklyn,,,62.666666666666664
2024-12-08 21:00:00,manhattan,35.0,6.5,56.4
2024-12-08 21:00:00,queens,,14.0,62.666666666666664
2024-12-08 21:00:00,staten_island,30.0,,56.0
